,Timestep 1,Timestep 2,Timestep 3,Timestep 4,Timestep 5,Timestep 6,Timestep 7,Timestep 8,Timestep 9,Timestep 10,Timestep 11,Timestep 12,Timestep 13,Timestep 14,Timestep 15,Timestep 16,Timestep 17,Timestep 18,Timestep 19,Timestep 20,Timestep 21,Timestep 22,Timestep 23,Timestep 24,Timestep 25,Timestep 26,Timestep 27,Timestep 28,Timestep 29,Timestep 30,Timestep 31,Timestep 32,Timestep 33,Timestep 34,Timestep 35,Timestep 36,Timestep 37,Timestep 38,Timestep 39,Timestep 40,Timestep 41,Timestep 42,Timestep 43,Timestep 44,Timestep 45,Timestep 46,Timestep 47,Timestep 48,Timestep 49,Timestep 50
T0000617.sel.01.upsweep.3.1.foraging_1,655,656.163265306122,657.326530612245,658.489795918367,659.65306122449,660.816326530612,661.979591836735,663.142857142857,664.30612244898,665.469387755102,666.632653061224,667.795918367347,668.959183673469,670.122448979592,671.285714285714,672.448979591837,673.612244897959,674.775510204082,675.938775510204,677.102040816327,678.265306122449,679.428571428571,680.591836734694,681.755102040816,682.918367346939,684.081632653061,685.244897959184,686.408163265306,687.571428571429,688.734693877551,689.897959183673,691.061224489796,692.224489795918,693.387755102041,694.551020408163,695.714285714286,696.877551020408,698.040816326531,699.204081632653,700.367346938776,701.530612244898,702.69387755102,703.857142857143,705.020408163265,706.183673469388,707.34693877551,708.510204081633,709.673469387755,710.836734693878,712
T0000617.sel.01.upsweep.3.1.foraging_1,898,899.122448979592,900.244897959184,901.367346938776,902.489795918367,903.612244897959,904.734693877551,905.857142857143,906.979591836735,908.102040816327,909.224489795918,910.34693877551,911.469387755102,912.591836734694,913.714285714286,914.836734693878,915.959183673469,917.081632653061,918.204081632653,919.326530612245,920.448979591837,921.571428571429,922.69387755102,923.816326530612,924.938775510204,926.061224489796,927.183673469388,928.30612244898,929.428571428571,930.551020408163,931.673469387755,932.795918367347,933.918367346939,935.040816326531,936.163265306122,937.285714285714,938.408163265306,939.530612244898,940.65306122449,941.775510204082,942.897959183673,944.020408163265,945.142857142857,946.265306122449,947.387755102041,948.510204081633,949.632653061224,950.755102040816,951.877551020408,953
T0000617.sel.01.upsweep.3.1.foraging_1,1019,1020.16326530612,1021.32653061224,1022.48979591837,1023.65306122449,1024.81632653061,1025.97959183673,1027.14285714286,1028.30612244898,1029.4693877551,1030.63265306122,1031.79591836735,1032.95918367347,1034.12244897959,1035.28571428571,1036.44897959184,1037.61224489796,1038.77551020408,1039.9387755102,1041.10204081633,1042.26530612245,1043.42857142857,1044.59183673469,1045.75510204082,1046.91836734694,1048.08163265306,1049.24489795918,1050.40816326531,1051.57142857143,1052.73469387755,1053.89795918367,1055.0612244898,1056.22448979592,1057.38775510204,1058.55102040816,1059.71428571429,1060.87755102041,1062.04081632653,1063.20408163265,1064.36734693878,1065.5306122449,1066.69387755102,1067.85714285714,1069.02040816327,1070.18367346939,1071.34693877551,1072.51020408163,1073.67346938776,1074.83673469388,1076
T0000617.sel.01.upsweep.3.1.foraging_1,1157,1158.30612244898,1159.61224489796,1160.91836734694,1162.22448979592,1163.5306122449,1164.83673469388,1166.14285714286,1167.44897959184,1168.75510204082,1170.0612244898,1171.36734693878,1172.67346938776,1173.97959183673,1175.28571428571,1176.59183673469,1177.89795918367,1179.20408163265,1180.51020408163,1181.81632653061,1183.12244897959,1184.42857142857,1185.73469387755,1187.04081632653,1188.34693877551,1189.65306122449,1190.95918367347,1192.26530612245,1193.57142857143,1194.87755102041,1196.18367346939,1197.48979591837,1198.79591836735,1200.10204081633,1201.40816326531,1202.71428571429,1204.02040816327,1205.32653061224,1206.63265306122,1207.9387755102,1209.24489795918,1210.55102040816,1211.85714285714,1213.16326530612,1214.4693877551,1215.77551020408,1217.08163265306,1218.38775510204,1219.69387755102,1221
T0000617.sel.01.upsweep.3.1.foraging_1,1303,1304.40816326531,1305.81632653061,1307.22448979592,1308.63265306122,1310.04081632653,1311.44897959184,1312.85714285714,1314.26530612245,1315.67346938776,1317.08163265306,1318.48979591837,1319.89795918367,1321.30612244898,1322.71428571429,1324.12244897959,1325.5306122449,1326.9387755102,1328.34693877551,1329.75510204082,1331.16326530612,1332.57142857143,1333.97959183673,1335.38775510204,1336.79591836735,1338.20408163265,1339.61224489796,1341.02040816327,1342.42857142857,1343.83673469388,1345.24489795918,1346.65306122449,1348.0612244898,1349.4693877551,1350.87755102041,1352.28571428571,1353.69387755102,1355.10204081633,1356.51020408163,1357.91836734694,1359.32653061224,1360.73469387755,1362.14285714286,1363.55102040816,1364.95918367347,1366.36734693878,1367.77551020408,1369.18367346939,1370.59183673469,1372
T0000617.sel.03.upsweep.3.1.foraging_1,24,25.0816326530612,26.1632653061224,27.2448979591837,28.3265306122449,29.4081632653061,30.4897959183673,31.5714285714286,32.6530612244898,33.734693877551,34.8163265306122,35.8979591836735,36.9795918367347,38.0612244897959,39.1428571428571,40.2244897959184,41.3061224489796,42.3877551020408,43.469387755102,44.5510204081633,45.6326530612245,46.7142857142857,47.7959183673469,48.8775510204082,49.9591836734694,51.0408163265306,52.1224489795918,53.2040816326531,54.2857142857143,55.3673469387755,56.4489795918367,57.530612244898,58.6122448979592,59.6938775510204,60.7755102040816,61.8571428571429,62.9387755102041,64.0204081632653,65.1020408163265,66.1836734693878,67.265306122449,68.3469387755102,69.4285714285714,70.5102040816327,71.5918367346939,72.6734693877551,73.7551020408163,74.8367346938776,75.9183673469388,77
T0000617.sel.03.upsweep.3.1.foraging_1,296,296.918367346939,297.836734693878,298.755102040816,299.673469387755,300.591836734694,301.510204081633,302.428571428571,303.34693877551,304.265306122449,305.183673469388,306.102040816327,307.020408163265,307.938775510204,308.857142857143,309.775510204082,310.69387755102,311.612244897959,312.530612244898,313.448979591837,314.367346938776,315.285714285714,316.204081632653,317.122448979592,318.040816326531,318.959183673469,319.877551020408,320.795918367347,321.714285714286,322.632653061225,323.551020408163,324.469387755102,325.387755102041,326.30612244898,327.224489795918,328.142857142857,329.061224489796,329.979591836735,330.897959183673,331.816326530612,332.734693877551,333.65306122449,334.571428571429,335.489795918367,336.408163265306,337.326530612245,338.244897959184,339.163265306122,340.081632653061,341
T0000617.sel.02.convex.3.1_1,102,105,108,111,114,117,120,123,126,129,132,135,138,141,144,147,150,153,156,159,162,165,168,171,174,177,180,183,186,189,192,195,198,201,204,207,210,213,216,219,222,225,228,231,234,237,240,243,246,249
T0000616.sel.02.sine.4.1.foraging_1,59,59.5510204081633,60.1020408163265,60.6530612244898,61.2040816326531,61.7551020408163,62.3061224489796,62.8571428571429,63.4081632653061,63.9591836734694,64.5102040816327,65.0612244897959,65.6122448979592,66.1632653061225,66.7142857142857,67.265306122449,67.8163265306122,68.3673469387755,68.9183673469388,69.469387755102,70.0204081632653,70.5714285714286,71.1224489795918,71.6734693877551,72.2244897959184,72.7755102040816,73.3265306122449,73.8775510204082,74.4285714285714,74.9795918367347,75.530612244898,76.0816326530612,76.6326530612245,77.1836734693878,77.734693877551,78.2857142857143,78.8367346938775,79.3877551020408,79.9387755102041,80.4897959183673,81.0408163265306,81.5918367346939,82.1428571428571,82.6938775510204,83.2448979591837,83.7959183673469,84.3469387755102,84.8979591836735,85.4489795918367,86
T0000616.sel.02.sine.4.1.foraging_1,140,141.469387755102,142.938775510204,144.408163265306,145.877551020408,147.34693877551,148.816326530612,150.285714285714,151.755102040816,153.224489795918,154.69387755102,156.163265306122,157.632653061224,159.102040816327,160.571428571429,162.040816326531,163.510204081633,164.979591836735,166.448979591837,167.918367346939,169.387755102041,170.857142857143,172.326530612245,173.795918367347,175.265306122449,176.734693877551,178.204081632653,179.673469387755,181.142857142857,182.612244897959,184.081632653061,185.551020408163,187.020408163265,188.489795918367,189.959183673469,191.428571428571,192.897959183673,194.367346938776,195.836734693878,197.30612244898,198.775510204082,200.244897959184,201.714285714286,203.183673469388,204.65306122449,206.122448979592,207.591836734694,209.061224489796,210.530612244898,212
