,Timestep 1,Timestep 2,Timestep 3,Timestep 4,Timestep 5,Timestep 6,Timestep 7,Timestep 8,Timestep 9,Timestep 10,Timestep 11,Timestep 12,Timestep 13,Timestep 14,Timestep 15,Timestep 16,Timestep 17,Timestep 18,Timestep 19,Timestep 20,Timestep 21,Timestep 22,Timestep 23,Timestep 24,Timestep 25,Timestep 26,Timestep 27,Timestep 28,Timestep 29,Timestep 30,Timestep 31,Timestep 32,Timestep 33,Timestep 34,Timestep 35,Timestep 36,Timestep 37,Timestep 38,Timestep 39,Timestep 40,Timestep 41,Timestep 42,Timestep 43,Timestep 44,Timestep 45,Timestep 46,Timestep 47,Timestep 48,Timestep 49,Timestep 50
T0000645.sel.06.sine.4.1.travel_1,20818.3780221109,20825.3754097167,20832.3727973224,20839.3701849281,20846.3675725339,20853.3649601396,20860.3623477454,20867.3597353511,20874.3571229568,20881.3545105626,20888.3518981683,20895.349285774,20902.3466733798,20909.3656693713,20916.3918681581,20923.4180669448,20930.4442657316,20937.4704645184,20944.4966633051,20951.5228620919,20958.5490608787,20965.5752596654,20972.6014584522,20979.627657239,20986.6538560257,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191,20990.1669554191
T0000645.sel.06.sine.4.1.travel_1,21163.3734553397,21191.8268395476,21220.2802237554,21248.7336079633,21250.5119444763,21250.5119444763,21250.5119444763,21300.6133195391,21357.8720338965,21415.130748254,21449.2718734145,21478.0781702989,21506.8844671833,21535.7797197767,21564.7046242731,21593.6295287695,21602.6685614246,21602.6685614246,21602.6685614246,21639.0483034677,21697.2558907366,21755.4634780055,21780.9292974357,21780.9292974357,21780.9292974357,21795.5711301995,21824.8547957272,21854.138461255,21870.6105231143,21870.6105231143,21870.6105231143,21870.6105231143,21870.6105231143,21870.6105231143,21879.7993476977,21909.2035863645,21938.6078250312,21960.6610040313,21960.6610040313,21960.6610040313,21966.1969993293,21995.7223075854,22025.2476158414,22051.0822605655,22051.0822605655,22051.0822605655,22052.9351903367,22082.5820666763,22112.2289430159,22141.8758193555
T0000645.sel.06.sine.4.1.travel_1,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22612.877096745,22635.6672483116,22658.4573998782,22681.2475514448,22694.5418065253,22694.5418065253,22694.5418065253,22694.5418065253,22686.9450893364,22664.1549377698,22641.3647862032,22618.5746346367,22601.4820209617,22601.4820209617,22601.4820209617,22601.4820209617,22597.6992376734,22575.0025379437,22552.3058382139,22529.6091384842,22508.8038303986,22508.8038303986,22508.8038303986,22508.8038303986,22508.8038303986
T0000645.sel.06.sine.4.1.travel_1,22508.8038303986,22360.2283098602,21406.1436364523,21018.445567651,20357.4832245905,20140.1098308,19898.3641860744,19712.3890842703,19413.7917642245,19214.6209098501,18999.947983578,18673.0428470313,18403.9840930097,18110.0684964257,17808.8484550925,17577.4195081014,17176.7148470644,16952.0342783649,16811.8874524906,16632.42977721,16539.211986606,16471.392352529,16439.6891819942,16403.8508153027,16403.8508153027,16403.8508153027,16403.8508153027,16439.6891819942,16471.392352529,16539.211986606,16813.2944630852,17159.4270047485,17346.0801026314,17605.4493474624,17882.17495717,18061.5503742934,18178.5125820257,18178.5125820257,18198.3703644195,18178.5125820257,18103.9709368509,18103.9709368509,18029.7349523752,17931.7614427995,17882.17495717,17882.17495717,17882.17495717,18244.8472875804,18645.0924437507,18555.8499488703
T0000645.sel.12.sine.3.1.travel_1,9419.72287957107,9615.25116670375,9854.50667335032,10342.1047654397,10965.4972869452,11204.3953576145,11332.8903784168,11473.4543495286,12156.9172437294,12102.9909845819,12102.9909845819,12102.9909845819,12102.9909845819,12102.9909845819,12053.3622344047,12020.075844443,11999.9188192589,11954.7144130023,11905.693676244,11856.8739507813,11856.8739507813,11849.9283024354,11808.2544123601,11808.2544123601,11808.2544123601,11802.3254116759,11711.6126165116,11415.9635091868,11332.8903784168,11332.8903784168,11332.8903784168,11332.8903784168,11332.8903784168,11332.8903784168,11332.8903784168,11379.5526436369,11379.5526436369,11379.5526436369,11426.4070369835,11473.4543495286,11520.6953756016,11615.7617620147,11677.3098385892,11856.8739507813,12003.936988704,12203.8877474467,12418.6352692754,12689.1812512084,12965.6080805687,13248.0433294697
T0000645.sel.12.sine.3.1.travel_1,10481.7829396333,10743.4104983322,10832.0628913111,10893.1142262375,10988.5309227674,11084.7806020583,10282.4173438013,10018.5679225675,10267.7742102002,10486.8567285687,11568.1309128023,11615.7617620147,11663.5887274202,11615.7617620147,11615.7617620147,11615.7617620147,11568.1309128023,11611.8735294259,11568.1309128023,11520.6953756016,11541.9929637326,11541.0248915448,11568.1309128023,11568.1309128023,11615.7617620147,11711.6126165116,11865.8408391316,12068.5547089488,12662.5806603521,13049.4628283637,13394.4028146185,13578.7173430213,14027.7933659736,14444.3914356391,14570.9248988943,14802.4388880292,15011.2215464318,15234.3800732028,15401.3931797287,15486.839296863,15550.6051128695,15614.6334794981,15743.4821931967,16004.3780926757,16228.7521256735,16369.5321516691,16650.5712155574,17130.1831901655,17590.6680899194,17955.803375226
T0000645.sel.10.sine.3.1.travel_1,14441.9643488067,14382.7445541586,14265.0324678159,14265.0324678159,14323.76759241,14473.5164776273,14966.011900456,15243.3409782664,15268.9435641624,15297.106408648,15297.106408648,15383.3234825451,15486.839296863,15677.6133961822,15957.5020009302,16175.7648304966,16464.5003589345,16675.6901301924,16917.98737547,17149.3676008561,17312.637411749,17518.5369222438,17663.0962518801,17738.8032768584,17882.17495717,18004.0852215275,18175.4700658962,18348.5395384796,18523.2404071719,18699.5750762827,18786.0016461934,18823.8872878916,18863.3514979939,18941.0198315918,19050.9709120094,19232.3455977963,19254.9042915461,19254.9042915461,19254.9042915461,19175.9488634219,19097.3171948727,18941.0198315918,18863.3514979939,18786.0016461934,18786.0016461934,18786.0016461934,18876.0581478156,19175.9488634219,19469.2566769415,20733.0115136775
T0000645.sel.10.sine.3.1.travel_1,21425.866757196,20307.8790955829,18026.7235239016,17442.4597448975,16879.6962439257,16532.4169896925,16395.6312230205,16070.2748330753,16004.3780926757,15938.751564232,15938.751564232,15938.751564232,15938.751564232,15914.7427144151,15873.3941397304,15938.751564232,15938.751564232,15938.751564232,16004.3780926757,16004.3780926757,16083.778519796,16202.8834046274,16419.0132012106,16639.4816431184,16830.2481092573,16935.0108269174,17021.8329169386,17146.4951681031,17283.6402832168,17303.9132315188,17325.7236820943,17375.1607033988,17446.7015310176,17446.7015310176,17446.7015310176,17508.2747234972,17518.5369222438,17518.5369222438,17590.6680899194,17655.7056231086,17663.0962518801,17729.885783703,17735.8226309761,17808.8484550925,17915.2326142564,18029.7349523752,18328.5178937882,18933.1592217404,20142.468947255,20904.0960202812
T0000645.sel.10.sine.3.1.travel_1,18178.5125820257,17996.5411830429,17677.9689256773,17325.825041237,16925.2559524732,16590.6335868276,16336.5862345809,16117.5764972453,15769.9403656473,15740.8472252205,15873.3941397304,15934.7500892625,16004.3780926757,16125.6399486303,16260.3026648203,17106.5104766438,17486.4475001556,17855.2386911007,18116.1660560005,18333.2835262492,18554.2971135514,18708.9689702445,19474.1907755703,19654.5846752647,19717.3437478993,19735.5108478725,19735.5108478725,19806.8200993748,19735.5108478725,19733.8592933295,19654.5846752647,19420.3170480736,19225.900256725,18955.3441813973,18863.3514979939,18786.0016461934,18696.4437782954,18555.8499488703,18475.121614655,18288.9476078138,17958.8209906198,17676.5758795244,17456.9637297642,17282.1922154809,17215.6523538779,17375.1607033988,17493.6144395734,18083.4201560992,18957.5428668942,20062.5613562129
T0000645.sel.01.sine.4.1.travel_1,18863.3514979939,19019.0079583106,19019.0079583106,18941.0198315918,16068.9300016386,16351.6864465797,16639.4072534975,16882.5218516211,17295.2604035301,17533.2575687082,17735.8226309761,18081.2456354808,18403.9840930097,18632.2521695561,19175.9488634219,19387.7976574735,19487.2012075265,18241.1409726523,17999.5587984367,17615.7962277425,17176.7445363337,16327.0164117399,15913.4088894252,15614.6334794981,15542.7970537667,15486.839296863,15486.839296863,15589.8061536625,15743.4821931967,19573.9903433406,19735.5108478725,19735.5108478725,19735.5108478725,19735.5108478725,19735.5108478725,19654.5846752647,19654.5846752647,19569.076229955,19493.7264913755,19413.7917642245,19334.1848122994,19172.7394075627,18841.2515403366,18632.2521695561,18420.9952394901,18176.9913239609,17955.803375226,18184.4670067483,19295.4331513498,19413.7917642245
T0000645.sel.01.sine.4.1.travel_1,20062.5613562129,19654.5846752647,19369.9267090821,18915.6587430701,18548.0857722755,18187.6777123613,17859.8328151388,17264.6149821266,17204.174449877,16952.0342783649,16319.0166284492,15873.3941397304,15639.6437334195,15476.4924983222,15306.104209518,15234.3800732028,15208.8824716319,15171.9109493539,15171.9109493539,15217.8066321817,15234.3800732028,15234.3800732028,15297.106408648,15360.0910147377,15297.106408648,15311.3459557752,15234.3800732028,15234.3800732028,15297.106408648,15360.0910147377,15360.0910147377,15486.839296863,15602.8731672602,15781.84654325,15856.2239661815,16004.3780926757,16131.0414233186,16249.1748001835,16435.5539858375,16555.8892623535,16748.5893793441,17021.8329169386,17202.6731849401,17424.9034732022,17762.7590486394,18456.6589905051,18734.122497085,19441.8526017465,20601.4196021798,20647.9950536848
T0000645.sel.01.sine.4.1.travel_1,19735.5108478725,18999.9088252366,18522.6255858578,17901.7090272665,17449.6396240564,17146.4951681031,16854.5502642508,16695.3075055511,16406.6076127405,16255.9823583535,16077.1484956133,15938.751564232,15873.3941397304,15808.3047157005,15743.4821931967,15743.4821931967,15743.4821931967,15743.4821931967,15743.4821931967,15785.8152691176,15932.0824392828,16079.7274137798,16228.7521256735,16446.5811755887,16607.3108625751,16821.7712861712,16977.6745945756,17205.557444704,17570.1014386477,17823.8438551061,18129.8323239524,18297.841670378,18619.7783376074,18863.3514979939,18966.4853423572,19097.3171948727,19175.9488634219,19175.9488634219,19151.8779444782,18976.0349088942,18863.3514979939,18705.8376722572,18534.1102544047,18439.5528538323,18403.9840930097,18328.5178937882,18233.5033640393,18178.5125820257,18235.0308857619,18403.9840930097
T0000645.sel.08.sine.3.1.travel_1,18632.2521695561,18029.7349523752,17618.843395869,17165.1778080085,17021.8329169386,16952.0342783649,16882.5218516211,16813.2944630852,16728.9372918803,16667.3171586474,16607.3108625751,16607.3108625751,16550.3301704377,16607.3108625751,16607.3108625751,16730.3385329774,16813.2944630852,17106.3106770887,17429.1813283354,17649.9148413711,17886.6828195,18103.9709368509,18403.9840930097,18786.0016461934,18941.0198315918,19175.9488634219,19412.1671325526,19573.9903433406,19758.7278134779,19898.3641860744,20062.5613562129,20228.1134473101,20228.1134473101,20311.4010785379,20328.4685400388,20311.4010785379,20354.0697322903,20311.4010785379,20311.4010785378,20145.1673400122,19980.2941012235,19816.7702274914,19654.5846752647,19493.7264913755,19413.7917642245,19254.9042915461,19175.9488634219,19316.9117940147,20340.4157630895,21960.6610040313
T0000645.sel.08.sine.3.1.travel_1,17735.8226309761,17735.8226309761,17590.6680899194,17432.1013621158,17096.2275949258,16720.6221572594,16376.3958843958,16269.5974746936,16144.5784702461,16070.2748330753,16004.3780926757,15938.751564232,15938.751564232,15873.3941397304,15808.3047157005,15806.981807078,15743.4821931967,15743.4821931967,15728.9898693276,15743.4821931967,15678.9254777798,15743.4821931967,15808.3047157005,15808.3047157005,15914.7427144151,16028.5850585368,16122.9668974629,16059.5161815815,16695.8305445941,17254.6789284996,17449.6335878023,17646.8368685828,17737.459620866,17808.8484550925,17882.17495717,18103.9709368509,18178.5125820257,18178.5125820257,18178.5125820257,18178.5125820257,18132.874840082,18094.8808163029,17966.3650291044,18073.6705350241,18277.9021251613,18498.5104444418,19112.1534827223,19616.7546827289,20355.8678345116,20647.9950536848
T0000645.sel.08.sine.3.1.travel_1,18029.7349523752,17859.7280687789,17691.2962764276,17663.0962518801,17590.6680899194,17518.5369222438,17518.5369222438,17528.8413747688,17518.5369222438,17590.6680899194,17663.0962518801,17709.106818247,17785.0032880341,17882.17495717,17976.9266829829,18103.9709368509,18178.5125820257,18343.9191589354,18403.9840930097,18618.2191086138,18641.646063518,18786.0016461934,18920.4139471679,19022.2042536805,19175.9488634219,19254.9042915461,19410.5425008806,19595.3725130348,19735.5108478725,19898.3641860744,19913.4125378364,20062.5613562129,20062.5613562129,20062.5613562129,20062.5613562129,19980.2941012235,19818.4354103196,19816.7702274914,19735.5108478725,19654.5846752647,19573.9903433406,19493.7264913755,19345.557234003,19254.9042915461,19175.9488634219,19158.2968561965,19274.3999813281,19816.7702274914,20152.2503821816,21163.3734553397
T0000645.sel.03.upsweep.4.1.travel_1,16202.8834046274,16164.9174008443,16136.4428980069,16136.4428980069,16070.2748330753,16079.7274137798,16070.2748330753,16070.2748330753,16070.2748330753,16079.7274137798,16117.5377365979,16136.4428980069,16136.4428980069,16164.9174008443,16136.4428980069,16202.8834046274,16269.5974746936,16336.5862345809,16336.5862345809,16403.8508153027,16471.392352529,16539.211986606,16646.384729785,16813.2944630852,16882.5218516211,17021.8329169386,17091.9189457963,17263.3673349148,17375.1607033988,17487.750326004,17611.4044529275,17861.224528005,18050.945233654,18167.8637755722,16991.9192146927,16813.2944630852,16705.1161932304,16529.5234674521,16403.8508153027,16269.5974746936,18178.5125820257,18403.9840930097,18555.8499488703,18874.5834664211,19041.4280876122,19334.1848122994,19782.0403730731,20109.9097465925,20383.2319920338,20818.3780221109
T0000645.sel.03.upsweep.4.1.travel_1,17375.1607033988,17094.7972920548,17232.9579124617,17232.9579124617,17232.9579124617,17232.9579124617,17232.9579124617,17172.3884574184,17162.2935482445,17232.9579124617,17232.9579124617,17287.9844864243,17303.9132315188,17303.9132315188,17324.2696520559,17375.1607033988,17375.1607033988,17375.1607033988,17446.7015310176,17446.7015310176,17518.5369222438,17559.7547323441,17663.0962518801,17774.571027446,17808.8484550925,17882.17495717,17882.17495717,17955.803375226,17955.803375226,17955.803375226,17955.803375226,18029.7349523752,18029.7349523752,18103.9709368509,18126.7898078228,18253.3611464331,18273.3006916497,18346.9994119649,18420.9952394901,18555.8499488703,18646.3430104989,18721.5457336648,18797.0516250221,18882.4114727265,19254.9042915461,19513.4639898651,19816.7702274914,19901.7082642437,20064.2471926169,20228.1134473101
T0000645.sel.03.upsweep.4.1.travel_1,16269.5974746936,16250.3361906821,15529.7836219286,15423.3349548803,15318.9582107608,15297.106408648,15297.106408648,15306.104209518,15360.0910147377,15453.1431154028,15737.1601799527,15977.6466737072,16200.1715472143,16277.8001799859,16336.5862345809,16434.1755871186,16580.9051759748,16728.9372918803,16813.2944630852,16882.5218516211,16952.0342783649,17091.9189457963,17162.2935482445,17215.6523538779,17298.1209605753,17303.9132315188,17303.9132315188,17375.1607033988,17416.0411763238,17465.7599001184,17446.7015310176,17446.7015310176,17446.7015310176,17375.1607033988,17335.9018923629,17253.2308607637,17170.9463275364,17162.2935482445,17091.9189457963,17066.1730576445,17021.8329169386,16952.0342783649,16952.0342783649,17021.8329169386,17021.8329169386,17412.0483227697,18255.0459043535,18634.1255573453,19682.9852831953,20479.0065433618
T0000645.sel.05.upsweep.3.1.travel_1,18863.3514979939,18175.4700658962,17876.1891202657,17726.9173600664,17506.8086951048,17375.1607033988,17162.2935482445,17182.4833665923,17139.3140862206,17091.9189457963,17162.2935482445,17162.2935482445,17232.9579124617,17270.607673594,17487.750326004,17590.6680899194,17663.0962518801,17735.8226309761,17735.8226309761,17792.4549027398,17868.7068241354,17882.17495717,18029.7349523752,18029.7349523752,18103.9709368509,18178.5125820257,18178.5125820257,18178.5125820257,18264.0978246267,18356.2972431774,18555.8499488703,18632.2521695561,18708.9689702445,18839.7834656174,19019.0079583106,19131.0164813937,19213.0095745822,19374.8006040979,19457.8374302057,19573.9903433406,19654.5846752647,19735.5108478725,19875.0516264792,20062.5613562129,20395.0316398927,20563.3272067463,20969.1315758304,21330.8665846554,21687.9853127927,22233.0432133261
T0000645.sel.05.upsweep.3.1.travel_1,22787.9847582759,20992.4500520522,20118.2288239798,18673.0428470313,18481.3138535595,18311.6459709126,18004.9967673428,17611.3618504796,17521.4810515366,17417.5610617321,17232.9579124617,17113.4621914437,17021.8329169386,16869.806616992,16744.3509439479,16675.6901301924,16612.8928436051,16607.3108625751,16607.3108625751,16607.3108625751,16539.211986606,16607.3108625751,16607.3108625751,16675.6901301924,16735.9434973656,16813.2944630852,16882.5218516211,16952.0342783649,17011.8616828566,17028.9845525363,17162.2935482445,17204.1153148221,17292.3286896319,17381.0007709595,17470.1579852955,17559.7547323441,17649.7931200914,17735.8226309761,17808.8484550925,17882.17495717,18014.646875406,18107.0134529805,18328.5178937882,18484.5659757112,18691.7468313145,18957.2339339649,20217.8805004401,21382.8344937553,19858.4817359025,20733.0115136775
T0000645.sel.05.upsweep.3.1.travel_1,21250.5119444763,19395.2880786019,18064.6611756035,17476.2036840746,16740.2799191013,16202.8834046274,16070.2748330753,15873.3941397304,15743.4821931967,15743.4821931967,15743.4821931967,15808.3047157005,15912.0750644354,15953.4840502091,16013.7919127328,16070.2748330753,16211.0524744314,16387.3778567586,16565.6176732062,16744.3509439479,16927.9177221477,17091.9189457963,17162.2935482445,17232.9579124617,17232.9579124617,17303.9132315188,17616.0937710624,17955.803375226,18103.9709368509,18479.7610182406,18707.4033212509,18786.0016461934,19038.1857305299,19166.3204958444,19295.3535368284,19334.1848122994,19413.7917642245,19413.7917642245,19413.7917642245,19334.1848122994,19254.9042915461,19097.3171948727,19019.0079583106,18863.3514979939,18786.0016461934,18632.2521695561,18555.8499488703,18555.8499488703,18737.26668794,18708.9689702445
