,Timestep 1,Timestep 2,Timestep 3,Timestep 4,Timestep 5,Timestep 6,Timestep 7,Timestep 8,Timestep 9,Timestep 10,Timestep 11,Timestep 12,Timestep 13,Timestep 14,Timestep 15,Timestep 16,Timestep 17,Timestep 18,Timestep 19,Timestep 20,Timestep 21,Timestep 22,Timestep 23,Timestep 24,Timestep 25,Timestep 26,Timestep 27,Timestep 28,Timestep 29,Timestep 30,Timestep 31,Timestep 32,Timestep 33,Timestep 34,Timestep 35,Timestep 36,Timestep 37,Timestep 38,Timestep 39,Timestep 40,Timestep 41,Timestep 42,Timestep 43,Timestep 44,Timestep 45,Timestep 46,Timestep 47,Timestep 48,Timestep 49,Timestep 50
T0000699.sel.07.upsweep.2.3.foraging_1,13123.0869052047,13338.9568372114,13692.6111856106,14194.853737779,14455.8265484176,14627.0177744394,14699.3319492423,14772.0036364211,14845.034603473,14845.034603473,14845.034603473,14845.034603473,14845.034603473,14845.034603473,14845.034603473,14845.034603473,14885.4751060308,14918.4266266334,14918.4266266334,14918.4266266334,14922.9422305693,14992.1814909194,14992.1814909194,14992.1814909194,14992.1814909194,14992.1814909194,14992.1814909194,15066.3009901727,15066.3009901727,15066.3009901727,15140.7869271038,15066.3009901727,15133.1863212945,15107.3442615429,15066.3009901727,15130.1460789708,15140.7869271038,15140.7869271038,15140.7869271038,15215.6411133353,15366.4615250173,15732.6912297805,16052.746653309,16390.51576156,16688.5040726178,17108.733520195,17389.8066527803,17877.8544835541,18324.3302418934,18809.9662493384
T0000699.sel.13.upsweep.2.3.foraging_1,9907.24555892049,10442.7849152672,10916.6877843823,11263.9038441529,12028.9502220314,12138.394748868,12370.2398535031,12668.87407952,12803.4486198159,12994.2850098328,13187.9658309741,13253.1655101638,13253.1655101638,13310.6644242483,13384.5334797054,14153.5627461317,14772.0036364211,14845.034603473,14918.4266266334,14984.6554843596,14992.1814909194,15066.3009901727,15459.9465434728,15653.7198720504,15601.7938798891,16063.8687945277,16143.2865838496,16383.903516533,16464.9035181135,17840.104307233,18809.9662493384,18996.4143150045,19184.7104903763,19374.8730942788,19663.6570733565,19956.7453999345,20055.4090918505,20254.2022306446,20556.092678378,20759.8486908413,20965.6243727654,21173.4397435091,21278.1186224441,21383.3150208671,21489.0314973306,21664.9942859668,21702.0349818985,21809.3271706044,21791.8100785708,21489.0314973306
T0000699.sel.15.upsweep.2.3.foraging_1,9110.49942546502,9384.10882050853,9246.29212266973,9622.27463676358,10043.9040994894,10483.8855113138,10835.6944311141,11230.9721014141,11805.9264124991,12315.5929531797,12520.5836839899,12615.4148871001,12677.7839449234,12803.4486198159,12866.7472932605,12930.3589075525,12994.2850098328,13058.5271548913,13123.0869052047,13187.9658309741,13314.6759763937,13403.4396184029,13492.7755264246,13584.0309844148,13831.1238941211,14014.5785422268,14061.1655716732,14270.7483299447,14493.985581574,14699.3319492423,14801.8121944014,14845.034603473,14918.4266266334,14951.5410554965,15066.3009901727,15151.4803822797,15672.6020510181,15672.6020510181,15750.085465738,15827.9519489196,15827.9519489196,15827.9519489196,15827.9519489196,15827.9519489196,15827.9519489196,15827.9519489196,15906.203394406,15906.203394406,15957.5590260779,16063.8687945277
T0000699.sel.16.upsweep.2.3.foraging_1,13517.2035942635,13669.216183569,13891.0953017621,14116.5300641594,14450.0100458936,14555.0593532106,14627.0177744394,14627.0177744394,14631.4451728967,14699.3319492423,14748.2741059137,14772.0036364211,14845.034603473,14739.4557898538,14351.4299563405,14341.3011524826,14341.3011524826,14341.3011524826,14439.8311664767,14483.4549354065,14483.4549354065,14483.4549354065,14555.0593532106,14522.9104309312,14594.9062623717,14978.6346791118,15066.3009901727,15140.7869271038,15140.7869271038,15140.7869271038,15140.7869271038,15506.6890527005,15769.154808558,15984.8417054036,16264.0179202428,16639.8507650087,16987.0380280296,17281.8004777366,17475.7797156062,17816.7351504628,18164.800474105,18528.1374206075,18717.4295822241,18828.9446487266,18902.9604063407,18946.8265267339,18986.8782018755,18971.6204208692,18996.4143150045,18996.4143150045
T0000693.sel.05.upsweep.2.3.foraging_1,9571.06506971932,9665.93533928588,9803.1124416425,9907.24555892049,9907.24555892049,9921.27449554189,10262.5841176871,10511.2563527838,10766.2106579337,11073.9460156234,11749.0464318878,12050.7588088627,12571.128555531,13160.1605770729,13384.5334797054,13709.1801554731,13844.9238163026,14150.6423437324,14463.0971765726,14709.7136188392,14918.4266266334,15140.7869271038,15140.7869271038,15290.8653694465,15464.2444128029,15650.5728422224,15761.2092490497,15906.203394406,16063.8687945277,16143.2865838496,16372.3890140184,16816.6485310966,16959.3826987443,17212.1636070172,17382.7739402797,17382.7739402797,17555.0753965457,17641.8655276906,17754.1277133874,17816.7351504628,17904.818895212,17993.3381151493,18171.6916029745,18390.6968670009,18704.2750925279,18809.9662493384,18996.4143150045,19198.26003986,19429.6085153558,19858.5670894963
T0000693.sel.05.upsweep.2.3.foraging_1,13923.1565201557,13207.0502812194,12474.0377190047,12342.9133336006,12153.0779207418,12067.7210430648,12067.7210430648,12187.3386551142,12562.2186901277,12740.4613476888,12803.4486198159,13040.4891919252,13412.9856975444,13641.5947928771,13854.6607832145,14220.6509611356,14596.2800949339,14699.3319492423,14918.4266266334,15045.1239903861,15204.9476581594,15518.7768981281,15683.6711102638,15906.203394406,16143.2865838496,16268.9284300788,16383.903516533,16628.106863172,16792.9279117178,16792.9279117178,16792.9279117178,16792.9279117178,16828.508840786,16875.9500795436,16887.8690251437,16875.9500795436,16875.9500795436,16959.3826987443,17043.227798541,17007.2941843424,17103.4132411452,17212.1636070172,17212.1636070172,17382.7739402797,17382.7739402797,17468.7122342409,17555.0753965457,17579.8725768728,17716.6248512906,17729.0847385572
T0000693.sel.04.upsweep.4.3.foraging_1,7014.97844911924,7225.65449661911,7511.43446265634,7780.44285052543,8389.86623434882,9033.82331198568,9384.79920210605,10104.6240745722,11011.8204088451,11991.4744358027,12571.6519619675,13215.9085506269,13874.2309937691,14351.4299563405,14845.034603473,15518.7768981281,15650.5728422224,15794.5805989846,16223.0970049429,16407.0463741274,16639.8507650087,16710.3141760288,16792.9279117178,16875.9500795436,17237.2541652488,17555.0753965457,17555.0753965457,17641.8655276906,17729.0847385572,17980.6925123011,18146.149705899,18403.6581675124,18533.7197261441,18625.3481543508,19130.9792262844,19566.9206271169,19844.6106156647,20027.2194655888,20211.4986596157,20454.9658459246,20556.092678378,20759.8486908413,20862.4828265388,21158.559185593,21489.0314973306,21656.2788281006,21963.5879514823,22353.7973480772,22977.0694902311,23833.8838373928
T0000693.sel.04.upsweep.4.3.foraging_1,23368.3250418036,23120.943728814,22712.1615684843,22225.9605294798,21681.2478775283,21884.466036773,21489.0314973306,21099.0369539286,20852.0099555492,20709.8262150524,20556.092678378,20327.7702744602,20089.808582504,19956.7453999345,19760.8717726749,19584.6885458139,19451.1117164932,19318.4617275856,19279.5573367627,19150.0401973633,19090.3302482854,19076.9136863881,19040.4973040955,18996.4143150045,18902.9604063407,18902.9604063407,18809.9662493384,18902.9604063407,18809.9662493384,18809.9662493384,18809.9662493384,18902.9604063407,18941.1048588565,19090.3302482854,19184.7104903763,19238.9086883113,19370.9826551965,19470.6600811635,19566.9206271169,19772.8344645306,19956.7453999345,20045.3413681856,20154.5605649106,20254.2022306446,20454.9658459246,20657.719469439,20743.174532245,20965.6243727654,21069.2758380964,21278.1186224441
T0000693.sel.03.upsweep.3.3.foraging_1,11658.2295916141,11833.1901981698,12376.5168082927,12807.3240488023,13004.7994502713,13194.6188594629,13450.7049651464,13526.7503642851,13718.6785572715,13923.1565201557,13991.9908915862,14146.3651792599,14324.0229102284,14483.4549354065,14740.9612790225,14992.1814909194,15040.7057149796,15241.7393246392,15394.3688328907,15655.44119298,15827.9519489196,16018.7104578853,16179.1198341364,16383.903516533,14702.5412855325,11487.0147500458,15800.4949431517,17005.5830598567,17127.4874181869,17262.5258459348,17555.0753965457,17697.045028443,17874.2592286664,18232.1951537814,18505.8081984613,18691.1206028317,18878.288487136,19067.3304278901,19258.2651875739,19547.2756177386,19566.9206271169,19924.7660322187,20512.965471559,20862.4828265388,21058.6991579606,21173.4397435091,21383.3150208671,21697.6772529654,22025.5054885522,22686.9824231103
T0000693.sel.03.upsweep.3.3.foraging_1,17993.3381151493,17535.687747865,17382.7739402797,17239.9496698683,16967.9383211725,16608.1227801037,16464.9035181135,16383.903516533,16255.9146603694,16223.0970049429,16223.0970049429,16143.2865838496,16143.2865838496,16143.2865838496,16143.2865838496,16172.6046977206,16190.521322864,16288.5704694228,16303.3019989308,16405.3933128707,16464.9035181135,16604.7346090452,16705.2810752416,16806.4825513628,16991.8940639716,17231.4288506227,17540.9752884143,17998.7844527857,18197.3597760441,18398.103324436,18692.9998156454,18899.164726463,19013.664180301,19223.4234889013,19339.8591425382,19456.9762258943,19574.8174798711,19693.4166751887,19910.6617031982,20055.4090918505,20250.145227812,20454.9658459246,20556.092678378,20724.4161038242,20952.9947956764,21173.4397435091,21278.1186224441,21441.5669568776,21678.0674727663,21809.3271706044
T0000692.sel.04.upsweep.2.3_1,9618.38323690654,9259.38513075159,9046.62891334167,8838.74364899364,8739.59068841221,8727.28047701519,8758.05600550774,8844.86757016321,9142.7033568039,9484.01658219324,9929.27045993837,10601.004355793,11199.5838385218,11633.8934471183,12308.1419403377,13095.5543341115,13346.9997741221,13689.7543588498,13815.7129155671,14031.6169919504,14803.4576156351,15290.8653694465,15507.8704010631,16041.2896262065,16268.9284300788,16534.8478088529,17321.6914290075,17666.8469023724,17993.3381151493,18469.2304742964,18876.3906471972,19238.9086883113,19608.3791040767,19956.7453999345,20268.5071280532,20657.719469439,20847.8208071534,21143.6786276769,21504.4325078211,21963.5879514823,22165.6625135187,22480.1775969938,22686.9824231103,22895.7579229286,23220.678647304,23434.3422541385,23599.9564516713,23867.5500622344,24070.1299571298,24189.1297158017
T0000692.sel.04.upsweep.2.3_1,12308.1419403377,12416.4149268509,12491.5957460627,12593.9832818294,12677.7839449234,12568.5891414979,12513.0216132263,12430.1426513597,12344.2162618558,12188.5683020865,12082.3319802642,12008.3532233575,11990.2688081202,12008.3532233575,11957.7168606932,11949.2774669158,12032.5849865033,12008.3532233575,12008.3532233575,12051.97039702,12157.9723113665,12264.8915234944,12387.8975152646,12730.2283023394,13217.8090163084,13543.1162557507,13662.2075032101,13846.3353408098,14160.720588986,14482.1733462092,14810.8505521917,14998.2470189269,15201.892385252,15411.4232988134,15661.0968355363,16098.0735380138,16526.4670778262,16685.148672093,16831.8975006972,17021.2882273009,17215.6454505532,17451.1738069019,17654.5093062666,17966.3922249257,18171.6916029745,18252.3630040504,18322.3328816301,18351.8129654663,18442.542069047,18533.7197261441
T0000692.sel.03.concave.2.3.foraging_1,18171.6916029745,18082.2949632103,17993.3381151493,17904.818895212,17816.7351504628,17729.0847385572,17816.7351504628,17641.8655276906,17468.7122342409,17382.7739402797,17212.1636070172,17043.227798541,16959.3826987443,16875.9500795436,16875.9500795436,16792.9279117178,16710.3141760288,16628.106863172,16628.106863172,16546.3039737281,16546.3039737281,16546.3039737281,16546.3039737281,16546.3039737281,16628.106863172,16710.3141760288,16792.9279117178,16875.9500795436,17043.227798541,17212.1636070172,17382.7739402797,17468.7122342409,17641.8655276906,17904.818895212,18082.2949632103,18171.6916029745,18261.5302087181,18442.542069047,18533.7197261441,18809.9662493384,18902.9604063407,18996.4143150045,19184.7104903763,19279.5573367627,19566.9206271169,19663.6570733565,20055.4090918505,20254.2022306446,21173.4397435091,21383.3150208671
T0000692.sel.03.concave.2.3.foraging_1,18625.3481543508,18107.8999982828,17930.1101009084,17766.6492008025,17691.7050767573,17641.8655276906,17654.3254149573,17729.0847385572,17816.7351504628,17754.1277133874,17679.2451894906,17679.2451894906,17666.785302224,17641.8655276906,17641.8655276906,17641.8655276906,17641.8655276906,17641.8655276906,17641.8655276906,17666.785302224,17729.0847385572,17729.0847385572,17816.7351504628,17904.818895212,17955.4013066048,18031.462478604,18107.8368602858,18261.5302087181,18351.8129654663,18429.5807685355,18533.7197261441,18586.0788279765,18664.8116234393,18809.9662493384,18902.9604063407,18996.4143150045,19157.8110367517,19252.4582377951,19374.8730942788,19608.3791040767,19788.7847203381,19970.8402130654,20154.5605649106,20340.0316150962,20527.199297677,20657.719469439,21010.0464293359,21128.9452050529,21398.4173746476,21702.0349818985
T0000692.sel.03.concave.2.3.foraging_1,17904.818895212,17091.4951723913,16840.3691504754,16698.5702741921,16349.7026938224,16143.2865838496,16041.2896262065,15906.203394406,15827.9519489196,15716.8782880009,15507.8704010631,15366.4615250173,15290.8653694465,15269.3727248433,15290.8653694465,15290.8653694465,15366.4615250173,15518.7768981281,15739.0164064923,15906.203394406,16030.1116706738,16383.903516533,16523.0467006953,16828.508840786,17212.1636070172,17370.5574380253,17567.6569733551,17841.9019346768,17993.3381151493,18235.8620356485,18572.9890525184,18823.2511289102,18996.4143150045,19238.9086883113,19470.6600811635,19566.9206271169,19760.8717726749,19858.5670894963,19956.7453999345,20140.3960687591,20154.5605649106,20254.2022306446,20354.3365125048,20454.9658459246,20454.9658459246,20556.092678378,20556.092678378,20614.1651304129,20759.8486908413,20862.4828265388
T0000692.sel.01.upsweep.3.3.foraging_1,8295.60043939682,10120.9765661337,10934.2524074669,11345.7215933894,11467.4088918452,11694.7458023927,12126.1647918626,12438.9216648887,12677.7839449234,13024.4394860848,13187.9658309741,13253.1655101638,13318.6875285392,13384.5334797054,13517.2035942635,13718.6785572715,13786.5020148316,13801.8029628359,13850.4877973951,13786.5020148316,13854.6607832145,13854.6607832145,13923.1565201557,13991.9908915862,13991.9908915862,13991.9908915862,13991.9908915862,14061.1655716732,14090.9584307537,14200.5425959111,14341.3011524826,14341.3011524826,14200.5425959111,14270.7483299447,14341.3011524826,14412.2027794878,14412.2027794878,14483.4549354065,14555.0593532106,14680.2778870041,14845.034603473,14918.4266266334,15140.7869271038,15674.183345196,16157.9456407851,16738.976084329,17649.1234070819,19346.4707479788,20948.7849366468,21702.0349818985
T0000692.sel.02.upsweep.2.3.foraging_1,9956.22576105129,10232.5827212574,10362.1109782709,10527.253116661,10742.3551684378,10975.0714096843,11130.9011095494,11302.4446546964,11533.4888470486,11829.6205603744,12067.7210430648,12315.6113716248,12467.7669950554,12553.352657299,12615.4148871001,12677.7839449234,12740.4613476888,12803.4486198159,12803.4486198159,12803.4486198159,12803.4486198159,12803.4486198159,12866.7472932605,12930.3589075525,12944.7096652072,13058.5271548913,13079.6078896875,13123.0869052047,13187.9658309741,13187.9658309741,13153.540278525,13123.0869052047,13082.2429815371,13058.5271548913,12994.2850098328,13012.6399084209,13112.5465378066,13213.2473392314,13253.1655101638,13350.9386066614,13453.4191949063,13556.7544986387,13728.3676226373,13949.9510624928,14078.1900625763,14256.4206291215,14995.5720370007,16111.1095802853,16784.6813163824,17297.2584244986
